"Step","avid-monkey-10 - rollout/success_rate","avid-monkey-10 - rollout/success_rate__MIN","avid-monkey-10 - rollout/success_rate__MAX","rose-cosmos-9 - rollout/success_rate","rose-cosmos-9 - rollout/success_rate__MIN","rose-cosmos-9 - rollout/success_rate__MAX","noble-bee-8 - rollout/success_rate","noble-bee-8 - rollout/success_rate__MIN","noble-bee-8 - rollout/success_rate__MAX","ruby-bee-6 - rollout/success_rate","ruby-bee-6 - rollout/success_rate__MIN","ruby-bee-6 - rollout/success_rate__MAX","eager-snow-5 - rollout/success_rate","eager-snow-5 - rollout/success_rate__MIN","eager-snow-5 - rollout/success_rate__MAX","comfy-terrain-4 - rollout/success_rate","comfy-terrain-4 - rollout/success_rate__MIN","comfy-terrain-4 - rollout/success_rate__MAX","jumping-dew-3 - rollout/success_rate","jumping-dew-3 - rollout/success_rate__MIN","jumping-dew-3 - rollout/success_rate__MAX","solar-fire-2 - rollout/success_rate","solar-fire-2 - rollout/success_rate__MIN","solar-fire-2 - rollout/success_rate__MAX"
"11958","","","","0.22","0.22","0.22","","","","","","","","","","","","","","","","","",""
"11960","","","","","","","","","","","","","","","","0.54","0.54","0.54","","","","","",""
"11961","","","","","","","","","","","","","","","","","","","","","","0.5","0.5","0.5"
"11962","","","","0.22","0.22","0.22","","","","","","","","","","","","","","","","","",""
"11964","","","","","","","","","","0.7","0.7","0.7","","","","","","","","","","","",""
"11967","","","","","","","","","","","","","","","","0.55","0.55","0.55","0.56","0.56","0.56","","",""
"11968","","","","","","","","","","","","","0.98","0.98","0.98","","","","","","","","",""
"11973","","","","","","","","","","0.71","0.71","0.71","","","","","","","","","","","",""
"11974","","","","","","","","","","","","","","","","","","","","","","0.5","0.5","0.5"
"11976","","","","","","","","","","","","","","","","","","","0.57","0.57","0.57","","",""
"11977","","","","","","","","","","","","","0.98","0.98","0.98","","","","","","","","",""
"11980","","","","","","","","","","","","","","","","0.57","0.57","0.57","","","","","",""
"11981","","","","0.21","0.21","0.21","","","","","","","","","","","","","","","","0.52","0.52","0.52"
"11985","","","","0.22","0.22","0.22","","","","","","","","","","","","","0.58","0.58","0.58","","",""
"11986","","","","","","","","","","","","","0.98","0.98","0.98","","","","","","","","",""
"11987","","","","","","","","","","","","","","","","0.57","0.57","0.57","","","","","",""
"11990","","","","","","","","","","0.72","0.72","0.72","","","","","","","","","","","",""
"11994","","","","","","","","","","","","","","","","","","","","","","0.53","0.53","0.53"
"11995","","","","","","","","","","","","","0.99","0.99","0.99","","","","","","","","",""
"11999","","","","","","","","","","0.74","0.74","0.74","","","","","","","","","","","",""
"12000","","","","","","","","","","","","","","","","0.56","0.56","0.56","","","","","",""
"12001","","","","","","","","","","","","","","","","","","","","","","0.54","0.54","0.54"
"12002","","","","","","","","","","","","","","","","","","","0.59","0.59","0.59","","",""
"12004","","","","0.23","0.23","0.23","","","","","","","0.98","0.98","0.98","","","","","","","","",""
"12008","","","","0.23","0.23","0.23","","","","","","","","","","","","","","","","","",""
"12011","","","","","","","","","","","","","","","","","","","0.6","0.6","0.6","","",""
"12013","","","","","","","","","","","","","","","","0.56","0.56","0.56","","","","","",""
"12014","","","","","","","","","","","","","","","","","","","","","","0.55","0.55","0.55"
"12016","","","","","","","","","","0.73","0.73","0.73","","","","","","","","","","","",""
"12020","","","","","","","","","","","","","","","","0.54","0.54","0.54","0.61","0.61","0.61","","",""
"12021","","","","","","","","","","","","","0.98","0.98","0.98","","","","","","","","",""
"12025","","","","","","","","","","0.74","0.74","0.74","","","","","","","","","","","",""
"12027","","","","0.22","0.22","0.22","","","","","","","","","","","","","","","","0.55","0.55","0.55"
"12030","","","","","","","","","","","","","0.98","0.98","0.98","","","","","","","","",""
"12031","","","","0.22","0.22","0.22","","","","","","","","","","","","","","","","","",""
"12033","","","","","","","","","","","","","","","","0.54","0.54","0.54","","","","","",""
"12034","","","","","","","","","","0.74","0.74","0.74","","","","","","","","","","0.55","0.55","0.55"
"12037","","","","","","","","","","","","","","","","","","","0.62","0.62","0.62","","",""
"12039","","","","","","","","","","","","","0.98","0.98","0.98","","","","","","","","",""
"12040","","","","","","","","","","","","","","","","0.55","0.55","0.55","","","","","",""
"12043","","","","","","","","","","0.75","0.75","0.75","","","","","","","","","","","",""
"12046","","","","","","","","","","","","","","","","","","","0.63","0.63","0.63","","",""
"12047","","","","","","","","","","","","","","","","","","","","","","0.56","0.56","0.56"
"12048","","","","","","","","","","","","","0.98","0.98","0.98","","","","","","","","",""
"12050","","","","0.21","0.21","0.21","","","","","","","","","","","","","","","","","",""
"12053","","","","","","","","","","","","","","","","0.54","0.54","0.54","","","","","",""
"12054","","","","0.21","0.21","0.21","","","","","","","","","","","","","","","","","",""
"12055","","","","","","","","","","","","","","","","","","","0.62","0.62","0.62","","",""
"12057","","","","","","","","","","","","","0.98","0.98","0.98","","","","","","","","",""
"12060","","","","","","","","","","0.77","0.77","0.77","","","","","","","","","","0.55","0.55","0.55"
"12064","","","","","","","","","","","","","","","","","","","0.6","0.6","0.6","","",""
"12066","","","","","","","","","","","","","","","","0.52","0.52","0.52","","","","","",""
"12067","","","","","","","","","","","","","","","","","","","","","","0.55","0.55","0.55"
"12069","","","","","","","","","","0.77","0.77","0.77","","","","","","","","","","","",""
"12073","","","","0.22","0.22","0.22","","","","","","","","","","0.51","0.51","0.51","","","","","",""
"12074","","","","","","","","","","","","","0.98","0.98","0.98","","","","","","","","",""
"12077","","","","0.2","0.2","0.2","","","","","","","","","","","","","","","","","",""
"12080","","","","","","","","","","","","","","","","","","","","","","0.55","0.55","0.55"
"12081","","","","","","","","","","","","","","","","","","","0.6","0.6","0.6","","",""
"12083","","","","","","","","","","","","","0.97","0.97","0.97","","","","","","","","",""
"12086","","","","","","","","","","0.78","0.78","0.78","","","","0.51","0.51","0.51","","","","","",""
"12087","","","","","","","","","","","","","","","","","","","","","","0.56","0.56","0.56"
"12090","","","","","","","","","","","","","","","","","","","0.58","0.58","0.58","","",""
"12092","","","","","","","","","","","","","0.97","0.97","0.97","","","","","","","","",""
"12093","","","","","","","","","","","","","","","","0.51","0.51","0.51","","","","","",""
"12095","","","","","","","","","","0.77","0.77","0.77","","","","","","","","","","","",""
"12096","","","","0.19","0.19","0.19","","","","","","","","","","","","","","","","","",""
"12100","","","","0.2","0.2","0.2","","","","","","","","","","","","","","","","0.54","0.54","0.54"
"12101","","","","","","","","","","","","","0.98","0.98","0.98","","","","","","","","",""
"12104","","","","","","","","","","0.78","0.78","0.78","","","","","","","","","","","",""
"12106","","","","","","","","","","","","","","","","0.51","0.51","0.51","","","","","",""
"12107","","","","","","","","","","","","","","","","","","","0.58","0.58","0.58","","",""
"12113","","","","","","","","","","","","","","","","0.51","0.51","0.51","","","","0.52","0.52","0.52"
"12116","","","","","","","","","","","","","","","","","","","0.59","0.59","0.59","","",""
"12118","","","","","","","","","","","","","0.98","0.98","0.98","","","","","","","","",""
"12119","","","","0.19","0.19","0.19","","","","","","","","","","","","","","","","","",""
"12121","","","","","","","","","","0.78","0.78","0.78","","","","","","","","","","","",""
"12123","","","","0.2","0.2","0.2","","","","","","","","","","","","","","","","","",""
"12125","","","","","","","","","","","","","","","","","","","0.61","0.61","0.61","","",""
"12126","","","","","","","","","","","","","","","","0.52","0.52","0.52","","","","0.53","0.53","0.53"
"12127","","","","","","","","","","","","","0.98","0.98","0.98","","","","","","","","",""
"12130","","","","","","","","","","0.78","0.78","0.78","","","","","","","","","","","",""
"12133","","","","","","","","","","","","","","","","","","","","","","0.54","0.54","0.54"
"12136","","","","","","","","","","","","","0.98","0.98","0.98","","","","","","","","",""
"12139","","","","","","","","","","","","","","","","0.53","0.53","0.53","","","","","",""
"12142","","","","0.21","0.21","0.21","","","","","","","","","","","","","0.6","0.6","0.6","","",""
"12145","","","","","","","","","","","","","0.98","0.98","0.98","","","","","","","","",""
"12146","","","","0.19","0.19","0.19","","","","","","","","","","0.53","0.53","0.53","","","","0.51","0.51","0.51"
"12147","","","","","","","","","","0.77","0.77","0.77","","","","","","","","","","","",""
"12151","","","","","","","","","","","","","","","","","","","0.6","0.6","0.6","","",""
"12153","","","","","","","","","","","","","","","","","","","","","","0.52","0.52","0.52"
"12154","","","","","","","","","","","","","0.98","0.98","0.98","","","","","","","","",""
"12156","","","","","","","","","","0.77","0.77","0.77","","","","","","","","","","","",""
"12159","","","","","","","","","","","","","","","","0.53","0.53","0.53","","","","","",""
"12160","","","","","","","","","","","","","","","","","","","0.61","0.61","0.61","","",""
"12163","","","","","","","","","","","","","0.98","0.98","0.98","0.55","0.55","0.55","","","","","",""
"12165","","","","0.2","0.2","0.2","","","","","","","","","","","","","","","","","",""
"12166","","","","","","","","","","","","","","","","","","","","","","0.53","0.53","0.53"
"12169","","","","0.2","0.2","0.2","","","","","","","","","","","","","0.62","0.62","0.62","","",""
"12173","","","","","","","","","","0.77","0.77","0.77","","","","","","","","","","0.52","0.52","0.52"
"12176","","","","","","","","","","","","","","","","0.53","0.53","0.53","","","","","",""
"12180","","","","","","","","","","","","","0.98","0.98","0.98","","","","","","","","",""
"12182","","","","","","","","","","0.78","0.78","0.78","","","","","","","","","","","",""
"12183","","","","","","","","","","","","","","","","0.54","0.54","0.54","","","","","",""
"12186","","","","","","","","","","","","","","","","","","","0.61","0.61","0.61","0.53","0.53","0.53"
"12188","","","","0.2","0.2","0.2","","","","","","","","","","","","","","","","","",""
"12189","","","","","","","","","","","","","0.98","0.98","0.98","","","","","","","","",""
"12190","","","","","","","","","","","","","","","","0.54","0.54","0.54","","","","","",""
"12191","","","","","","","","","","0.79","0.79","0.79","","","","","","","","","","","",""
"12192","","","","0.19","0.19","0.19","","","","","","","","","","","","","","","","","",""
"12193","","","","","","","","","","","","","","","","","","","","","","0.54","0.54","0.54"
"12195","","","","","","","","","","","","","","","","","","","0.61","0.61","0.61","","",""
"12198","","","","","","","","","","","","","0.98","0.98","0.98","","","","","","","","",""
"12203","","","","","","","","","","","","","","","","0.54","0.54","0.54","","","","","",""
"12204","","","","","","","","","","","","","","","","","","","0.6","0.6","0.6","","",""
"12206","","","","","","","","","","","","","","","","","","","","","","0.52","0.52","0.52"
"12207","","","","","","","","","","","","","0.98","0.98","0.98","","","","","","","","",""
"12208","","","","","","","","","","0.8","0.8","0.8","","","","","","","","","","","",""
"12210","","","","","","","","","","","","","","","","0.55","0.55","0.55","","","","","",""
"12211","","","","0.19","0.19","0.19","","","","","","","","","","","","","","","","","",""
"12215","","","","0.19","0.19","0.19","","","","","","","","","","","","","","","","","",""
"12217","","","","","","","","","","0.79","0.79","0.79","","","","","","","","","","","",""
"12219","","","","","","","","","","","","","","","","","","","","","","0.51","0.51","0.51"
"12221","","","","","","","","","","","","","","","","","","","0.63","0.63","0.63","","",""
"12223","","","","","","","","","","","","","","","","0.55","0.55","0.55","","","","","",""
"12224","","","","","","","","","","","","","0.98","0.98","0.98","","","","","","","","",""
"12226","","","","","","","","","","0.8","0.8","0.8","","","","","","","","","","","",""
"12230","","","","","","","","","","","","","","","","","","","0.63","0.63","0.63","","",""
"12232","","","","","","","","","","","","","","","","","","","","","","0.5","0.5","0.5"
"12233","","","","","","","","","","","","","0.98","0.98","0.98","","","","","","","","",""
"12234","","","","0.19","0.19","0.19","","","","","","","","","","","","","","","","","",""
"12236","","","","","","","","","","","","","","","","0.54","0.54","0.54","","","","","",""
"12238","","","","0.19","0.19","0.19","","","","","","","","","","","","","","","","","",""
"12242","","","","","","","","","","","","","0.98","0.98","0.98","","","","","","","","",""
"12243","","","","","","","","","","0.8","0.8","0.8","","","","0.55","0.55","0.55","","","","","",""
"12245","","","","","","","","","","","","","","","","","","","","","","0.48","0.48","0.48"
"12247","","","","","","","","","","","","","","","","","","","0.63","0.63","0.63","","",""
"12251","","","","","","","","","","","","","0.98","0.98","0.98","","","","","","","","",""
"12252","","","","","","","","","","0.8","0.8","0.8","","","","","","","","","","0.46","0.46","0.46"
"12256","","","","","","","","","","","","","","","","0.56","0.56","0.56","0.63","0.63","0.63","","",""
"12257","","","","0.19","0.19","0.19","","","","","","","","","","","","","","","","","",""
