"Step","avid-monkey-10 - global_step","avid-monkey-10 - global_step__MIN","avid-monkey-10 - global_step__MAX","rose-cosmos-9 - global_step","rose-cosmos-9 - global_step__MIN","rose-cosmos-9 - global_step__MAX","noble-bee-8 - global_step","noble-bee-8 - global_step__MIN","noble-bee-8 - global_step__MAX","ruby-bee-6 - global_step","ruby-bee-6 - global_step__MIN","ruby-bee-6 - global_step__MAX","eager-snow-5 - global_step","eager-snow-5 - global_step__MIN","eager-snow-5 - global_step__MAX","comfy-terrain-4 - global_step","comfy-terrain-4 - global_step__MIN","comfy-terrain-4 - global_step__MAX","jumping-dew-3 - global_step","jumping-dew-3 - global_step__MIN","jumping-dew-3 - global_step__MAX","solar-fire-2 - global_step","solar-fire-2 - global_step__MIN","solar-fire-2 - global_step__MAX"
"4965","594000","594000","594000","216000","216000","216000","506000","506000","506000","209000","209000","209000","161776","161776","161776","269000","269000","269000","","","","319149","319149","319149"
"4966","594000","594000","594000","216000","216000","216000","506000","506000","506000","","","","","","","269143","269143","269143","","","","","",""
"4967","594000","594000","594000","216000","216000","216000","506000","506000","506000","","","","","","","269143","269143","269143","","","","319149","319149","319149"
"4968","594000","594000","594000","","","","506000","506000","506000","","","","161776","161776","161776","269143","269143","269143","","","","319149","319149","319149"
"4969","594000","594000","594000","216500","216500","216500","506000","506000","506000","","","","","","","269143","269143","269143","","","","319149","319149","319149"
"4970","594000","594000","594000","","","","506000","506000","506000","","","","","","","269143","269143","269143","","","","320000","320000","320000"
"4971","594000","594000","594000","216500","216500","216500","506000","506000","506000","","","","162000","162000","162000","","","","","","","320000","320000","320000"
"4972","595000","595000","595000","216500","216500","216500","506000","506000","506000","","","","","","","269143","269143","269143","","","","","",""
"4973","595000","595000","595000","","","","506000","506000","506000","","","","","","","269640","269640","269640","203000","203000","203000","320000","320000","320000"
"4974","595000","595000","595000","","","","506000","506000","506000","","","","","","","","","","203000","203000","203000","","",""
"4975","595968","595968","595968","216500","216500","216500","506000","506000","506000","","","","","","","269640","269640","269640","","","","","",""
"4976","595968","595968","595968","","","","507000","507000","507000","209050","209050","209050","","","","","","","","","","320128","320128","320128"
"4977","595968","595968","595968","","","","507000","507000","507000","209050","209050","209050","","","","269640","269640","269640","203148","203148","203148","320128","320128","320128"
"4978","595968","595968","595968","","","","507000","507000","507000","","","","","","","","","","","","","","",""
"4979","596000","596000","596000","","","","507904","507904","507904","","","","","","","","","","203148","203148","203148","320128","320128","320128"
"4980","596000","596000","596000","","","","507904","507904","507904","","","","","","","270000","270000","270000","","","","320128","320128","320128"
"4981","596000","596000","596000","217000","217000","217000","507904","507904","507904","","","","","","","270000","270000","270000","","","","","",""
"4982","596000","596000","596000","","","","507904","507904","507904","209632","209632","209632","","","","270000","270000","270000","","","","320128","320128","320128"
"4983","596000","596000","596000","","","","508000","508000","508000","209632","209632","209632","","","","","","","","","","","",""
"4984","596000","596000","596000","217000","217000","217000","508000","508000","508000","","","","162022","162022","162022","","","","","","","320924","320924","320924"
"4985","596000","596000","596000","217000","217000","217000","508000","508000","508000","209632","209632","209632","","","","","","","","","","320924","320924","320924"
"4986","596000","596000","596000","","","","508000","508000","508000","","","","","","","","","","","","","320924","320924","320924"
"4987","596000","596000","596000","","","","508000","508000","508000","","","","","","","270302","270302","270302","203971","203971","203971","","",""
"4988","596000","596000","596000","217000","217000","217000","508000","508000","508000","","","","","","","270302","270302","270302","203971","203971","203971","","",""
"4989","597000","597000","597000","217000","217000","217000","508000","508000","508000","210000","210000","210000","162315","162315","162315","270302","270302","270302","","","","320924","320924","320924"
"4990","597000","597000","597000","217000","217000","217000","508000","508000","508000","210000","210000","210000","","","","270302","270302","270302","","","","","",""
"4991","597000","597000","597000","","","","508000","508000","508000","","","","162315","162315","162315","","","","203971","203971","203971","321000","321000","321000"
"4992","598000","598000","598000","","","","508000","508000","508000","","","","","","","","","","","","","","",""
"4993","598000","598000","598000","217500","217500","217500","508000","508000","508000","","","","162315","162315","162315","","","","203971","203971","203971","","",""
"4994","598000","598000","598000","","","","508000","508000","508000","","","","","","","270719","270719","270719","204000","204000","204000","","",""
"4995","598016","598016","598016","","","","508000","508000","508000","","","","","","","270719","270719","270719","","","","","",""
"4996","598016","598016","598016","217500","217500","217500","509000","509000","509000","","","","","","","270719","270719","270719","","","","321765","321765","321765"
"4997","598016","598016","598016","","","","509000","509000","509000","","","","","","","","","","","","","","",""
"4998","598016","598016","598016","","","","509000","509000","509000","","","","162693","162693","162693","270719","270719","270719","","","","321765","321765","321765"
"4999","599000","599000","599000","","","","509952","509952","509952","","","","162693","162693","162693","","","","204000","204000","204000","321765","321765","321765"
"5000","599000","599000","599000","","","","509952","509952","509952","","","","162693","162693","162693","271000","271000","271000","","","","","",""
"5001","599000","599000","599000","218000","218000","218000","509952","509952","509952","","","","162693","162693","162693","271000","271000","271000","","","","321765","321765","321765"
"5002","599000","599000","599000","","","","509952","509952","509952","","","","","","","271000","271000","271000","","","","","",""
"5003","599000","599000","599000","","","","510000","510000","510000","","","","162693","162693","162693","271000","271000","271000","","","","322000","322000","322000"
"5004","599000","599000","599000","","","","510000","510000","510000","","","","","","","271000","271000","271000","","","","","",""
"5005","599000","599000","599000","","","","510000","510000","510000","","","","","","","","","","","","","322000","322000","322000"
